cell_ID	tissue	background	total_counts	mitochondrial_fraction	cell_type	cluster	tsne_x	tsne_y
134936676756195	spleen	human	8493	0.03779583186153303	CLEC10A- cDC2	3	15.235260169291683	1.3764696643683227
134936677215540	spleen	human	10062	0.020671834625323	CLEC10A- cDC2	4	4.150195222938747	3.6704032538270845
134936677271389	spleen	human	6468	0.051329622758194186	CLEC10A- cDC2	4	8.495220906146972	8.397848731883624
134936677280547	spleen	human	8841	0.02816423481506617	CLEC10A+ cDC2	1	-8.486366201979605	-2.727466987516356
134936689339749	spleen	human	6720	0.05267857142857143	CLEC10A- cDC2	3	14.69678408676372	3.43120630458312
134936690079580	spleen	human	8557	0.031669977795956525	CLEC10A+ cDC2	0	0.03867932813562338	13.652444065669357
134936690113435	spleen	human	12186	0.01887411784014443	cDC1	5	-2.7867274646349487	-20.8252746949109
134936708442909	spleen	human	10802	0.02675430475837808	CLEC10A- cDC2	4	10.831056384098773	6.000809330283691
134936708630957	spleen	human	6555	0.034782608695652174	AS DC	6	15.051148292691108	-0.8296135988190179
134936708930483	spleen	human	8871	0.024574456092886936	CLEC10A- cDC2	4	8.864052043608869	1.7944266674587996
134936708995355	spleen	human	9169	0.04427963791035009	CLEC10A- cDC2	3	17.16009452880933	3.1853330096733954
134938004449707	spleen	human	9705	0.02730551262235961	cDC1	2	-5.514543124855777	-24.451458490950966
134938004482283	spleen	human	8647	0.03388458424887244	AS DC	6	10.200900615715009	1.1212367198993822
134938004675382	spleen	human	8028	0.02815146985550573	CLEC10A+ cDC2	0	-10.173567495856723	3.671145567808392
134938019677980	spleen	human	9695	0.02527075812274368	CLEC10A+ cDC2	1	-6.7779134087405435	1.4644532146769464
134938050357035	spleen	human	7136	0.026345291479820628	CLEC10A+ cDC2	1	-8.965851637695284	-0.7495697932960269
134938051099500	spleen	human	10442	0.02365447232330971	CLEC10A- cDC2	4	-2.9218164702628604	5.9650568003329685
134938051136757	spleen	human	9725	0.03989717223650385	CLEC10A+ cDC2	7	-6.818780401102908	17.430387410746516
134938051165531	spleen	human	11880	0.019023569023569022	cDC1	5	-0.246938071654257	-19.239308321024037
135014240086883	spleen	human	13001	0.023613568187062534	cDC1	5	-2.8326215718872194	-21.402586235830487
135014240152804	spleen	human	7189	0.04228682709695368	cDC1	2	1.8113850668253697	-28.243416103776987
135014254761820	spleen	human	8827	0.027529171859068766	CLEC10A+ cDC2	1	-10.919499517836252	0.35272160552629833
135014255311732	spleen	human	11817	0.025979521029025978	CLEC10A+ cDC2	0	-0.9361903107513926	9.251860255028445
135014267370846	spleen	human	14234	0.024097231979766754	cDC1	5	-0.4755745804509904	-17.867476797948324
135014286255966	spleen	human	10543	0.0386986626197477	CLEC10A- cDC2	3	16.92164491029945	5.088986151717539
135014286773622	spleen	human	10250	0.03102439024390244	CLEC10A- cDC2	3	16.721646918096244	2.5378626011191088
135064437607142	spleen	human	11883	0.025161996128923673	cDC1	5	-1.1107773876185223	-22.077641873468888
135064437610908	spleen	human	9018	0.030716345087602574	CLEC10A+ cDC2	0	-4.393337387958006	17.42504826115104
135064437799268	spleen	human	9707	0.02410631503039044	cDC1	2	2.056703570149431	-27.164389847200564
135064437877484	spleen	human	9314	0.020828859780974877	CLEC10A+ cDC2	0	-0.43463306322872064	7.244481860246635
135064438041829	spleen	human	8325	0.03207207207207207	CLEC10A+ cDC2	1	-9.796457833014207	-4.221678642125678
135064452454836	spleen	human	10348	0.02396598376497874	AS DC	6	8.602264006439954	-1.6208381159750676
135064465139549	spleen	human	11329	0.02339129667225704	cDC1	2	-3.417236908561995	-29.713846876309123
135064465303798	spleen	human	13910	0.023076923076923078	cDC1	2	-0.5317064594915355	-22.936598630969087
135064483973036	spleen	human	12633	0.02960500277052165	Mitotic cDC2	10	-1.8864846629672112	-5.770221041173962
135064483976989	spleen	human	10373	0.026800347054853946	CLEC10A+ cDC2	1	-1.3977449350548543	-0.6754591723000462
135081885617004	spleen	human	6809	0.03891907769129094	CLEC10A- cDC2	3	14.091808349937407	1.3212688435099529
135081886398812	spleen	human	8580	0.026223776223776224	CLEC10A+ cDC2	0	-8.549902047510354	5.420805214687526
135081900502373	spleen	human	7364	0.025665399239543727	CLEC10A+ cDC2	0	0.48335308533185806	8.389461160679335
135081900555501	spleen	human	11126	0.023548445083587992	CLEC10A- cDC2	4	3.708600129042652	7.454097207307047
135081912855851	spleen	human	11330	0.020123565754633716	cDC1	5	-0.5888607471245751	-21.895453079956013
135081913183020	spleen	human	11907	0.019232384311749392	cDC1	2	-2.9550357015811497	-22.974454973420602
135081913437540	spleen	human	8889	0.023287208909888626	CLEC10A+ cDC2	1	-5.050963243307353	-1.1244473800337402
135081931692403	spleen	human	8748	0.02732053040695016	CLEC10A+ cDC2	0	-2.6400073404204445	11.60305444205531
135081932581101	spleen	human	9124	0.02246821569487067	CLEC10A+ cDC2	0	-1.0936834299622231	15.342786417164692
135149143878436	spleen	human	10095	0.02595344229816741	CLEC10A+ cDC2	0	5.471559879617411	9.538181722074297
135149144161507	spleen	human	9873	0.02542287045477565	cDC1	2	-0.32518830720512915	-24.288604283458582
135149156190964	spleen	human	7989	0.025284766554011767	CLEC10A+ cDC2	1	-7.748081177813003	-1.7364295971612231
135149174843179	spleen	human	9483	0.021512179689971527	cDC1	2	-4.307823364798949	-23.42433837174544
135149174872285	spleen	human	9601	0.025101551921674826	CLEC10A- cDC2	4	8.86537267654636	9.148683090567438
135149175592878	spleen	human	9385	0.031859350026638256	CLEC10A- cDC2	3	14.308275125993635	1.5032389210004837
135150470878966	spleen	human	7882	0.026389241309312358	CLEC10A- cDC2	4	4.928816721540821	8.013696951955602
135150471072045	spleen	human	9699	0.03237447159500979	cDC1	5	-1.5072234282197714	-22.313273545995102
135150471408540	spleen	human	8896	0.032486510791366906	CLEC10A+ cDC2	1	-9.311866469482995	-0.12872756139090571
135150471596910	spleen	human	7547	0.03988339737644097	cDC1	2	-4.582456033106841	-28.330969338070478
135150485755686	spleen	human	9914	0.028142021383901553	CLEC10A+ cDC2	0	-1.016711189572296	15.095786314210159
135150498396595	spleen	human	9428	0.028956300381841323	CLEC10A- cDC2	4	7.5230358923407294	5.817846311783545
135150498929971	spleen	human	13308	0.024421400661256386	cDC1	2	-3.6428807515474184	-30.455942399810052
135150517479798	spleen	human	8082	0.022519178421182874	cDC1	5	-5.872415425332506	-21.88723389827478
135571511823772	spleen	human	11323	0.025434955400512233	CLEC10A+ cDC2	1	-2.192539520147819	-3.862077202021627
135571526502828	spleen	human	9750	0.01558974358974359	AS DC	6	7.394737604172599	-2.6225543829615785
135571526802139	spleen	human	16460	0.01603888213851762	cDC1	5	-1.9017213292091162	-16.500270967108072
135571539151262	spleen	human	10758	0.024911693623350065	CLEC10A+ cDC2	1	-7.082686830857106	4.606537820150987
135571558525219	spleen	human	8210	0.05749086479902558	CLEC10A- cDC2	3	17.094751720484613	4.222794739175348
135699958262108	spleen	human	11097	0.0227088402270884	cDC1	5	-5.882985799595921	-20.016124910429472
135699958971230	spleen	human	11540	0.017850953206239167	cDC1	5	-2.060469693499264	-19.963398624029587
135699972905195	spleen	human	7949	0.03044408101648006	CLEC10A+ cDC2	1	-10.000630849542526	-2.888335040254282
135699973130996	spleen	human	16518	0.01567986439036203	cDC1	5	-0.890647226203965	-17.530223247736334
135699973203699	spleen	human	9423	0.025045102408999258	CLEC10A+ cDC2	1	-9.05131835544303	-2.479240798962548
135700004687222	spleen	human	9808	0.02783442088091354	CLEC10A+ cDC2	0	-1.4727196161435214	8.45232331005114
155842549833140	spleen	human	8429	0.03748961917190651	CLEC10A- cDC2	3	14.543219803918735	4.870043618743006
155842550033118	spleen	human	13006	0.026526218668306935	cDC1	5	-0.5869854018337827	-20.025140876233692
155842564216693	spleen	human	7586	0.030187186923279725	CLEC10A+ cDC2	0	-4.364293928078324	19.26126696920071
155842564253558	spleen	human	11101	0.02080893613188001	cDC1	2	-2.5836494410361097	-23.573356297211358
155842564447643	spleen	human	10220	0.03982387475538161	CCR7+ cDC2	8	-14.345740783937492	11.724270847714552
155842564511532	spleen	human	9170	0.03555070883315158	CLEC10A+ cDC2	1	-6.539500580383103	0.8956098485774947
155842576764147	spleen	human	13686	0.015855618880607922	cDC1	2	-0.758514969278882	-24.213954201673488
155842576862574	spleen	human	6797	0.02721789024569663	CLEC10A- cDC2	4	10.20314453703554	10.333466717716915
155842577024949	spleen	human	12905	0.026888802789616428	CLEC10A+ cDC2	0	-11.758597056856631	12.490657292138525
155842577349349	spleen	human	6256	0.030051150895140665	AS DC	6	14.319618790163105	-0.6752899340074522
155842595678005	spleen	human	8957	0.026124818577648767	CLEC10A+ cDC2	1	-9.70823538585405	-1.1214095636379746
155888854658348	spleen	human	10795	0.023066234367762853	CLEC10A- cDC2	4	-7.2673495744430525	8.532571930978943
155888854690613	spleen	human	6484	0.038402220851326344	CLEC10A+ cDC2	1	-0.35264214188800985	2.971002734202272
155888869817756	spleen	human	10347	0.020972262491543443	CLEC10A+ cDC2	1	-7.122739339078221	-1.8788854640819317
155888870083996	spleen	human	10376	0.022841171935235157	CLEC10A+ cDC2	1	-3.961111867304848	0.30895905039472593
155888882478492	spleen	human	12060	0.02330016583747927	CLEC10A+ cDC2	7	-12.168376612036495	13.65527518579238
155888900762420	spleen	human	7269	0.03012794056954189	CLEC10A+ cDC2	0	-1.7666319196031768	17.441306130480854
155888900790053	spleen	human	11856	0.022857624831309042	CCR7+ cDC2	8	-13.635562162946666	10.947843718628924
155888900861214	spleen	human	10259	0.01696071741885174	CLEC10A+ cDC2	0	4.0215136618491245	10.89896342205142
155888901020444	spleen	human	8060	0.02121588089330025	CLEC10A+ cDC2	1	-12.28697397564777	1.5545844754639417
155888901344604	spleen	human	10212	0.020368194281237758	CLEC10A- cDC2	4	7.368880097424724	4.524645774603855
155911403195804	spleen	human	7909	0.03085092932102668	CLEC10A- cDC2	4	7.408747637825776	3.74360690558969
155911403228084	spleen	human	9898	0.0335421297231764	CLEC10A- cDC2	3	19.032578136910466	6.055518099770816
155911403235046	spleen	human	11598	0.022158992929815484	cDC1	2	-1.3308786134493344	-23.887167394325193
155911403813237	spleen	human	11346	0.024502027146130794	CCR7+ cDC2	8	-12.04896470407899	9.416766558765595
155911417935660	spleen	human	9756	0.024087740877408774	CLEC10A+ cDC2	0	-2.9189319160155476	15.390512136916518
155911418174900	spleen	human	11390	0.026163301141352062	CLEC10A- cDC2	4	-0.23218156660464961	5.803490945885002
155911418207131	spleen	human	7689	0.03316426063207179	CLEC10A+ cDC2	0	3.264950186682098	13.785088250074129
155911418661814	spleen	human	7031	0.044659365666334806	cDC1	2	0.929866641195931	-28.481481828695596
155911418726326	spleen	human	9407	0.01924099075156798	CLEC10A+ cDC2	1	-5.910363830011362	-0.4684532384166936
155911431075742	spleen	human	10394	0.026361362324417933	CLEC10A+ cDC2	7	-10.215139888908888	14.838575247258094
155911449860517	spleen	human	6810	0.05271659324522761	CLEC10A- cDC2	3	15.596015318846828	6.948607645483783
155911449925405	spleen	human	9075	0.023140495867768594	CLEC10A+ cDC2	1	0.05757136464412354	3.8758958207338434
155911450217180	spleen	human	10925	0.023981693363844394	cDC1	5	1.568339590998926	-24.380261544089315
155971399346997	spleen	human	8639	0.028707026276189374	CLEC10A- cDC2	4	9.424860233404312	5.23651457605517
155971399366494	spleen	human	9698	0.020107238605898123	CLEC10A+ cDC2	0	-5.319717740400511	6.723293362062401
155971413240629	spleen	human	9722	0.019131865871219914	CLEC10A- cDC2	4	10.587586361373999	6.374793949826258
155971413489590	spleen	human	11659	0.02950510335363239	CLEC10A+ cDC2	1	-1.3283103025631489	-0.6061719204234046
155971413502259	spleen	human	10749	0.02781654107358824	CLEC10A+ cDC2	0	2.237462138932382	12.708884800632008
155971414084979	spleen	human	11098	0.0223463687150838	cDC1	5	-3.9994623885335026	-18.842387495891447
155971425785693	spleen	human	8887	0.02633059525149094	CLEC10A+ cDC2	0	0.2999055039814311	15.965341045504472
155971425823539	spleen	human	10873	0.02970661271038352	CLEC10A+ cDC2	7	-6.070881123248802	17.30264829718824
155971426114278	spleen	human	11843	0.022460525204762306	CLEC10A+ cDC2	0	-10.42205664115388	12.528782389814946
155971426118429	spleen	human	10578	0.01559841179807147	cDC1	2	-4.8001225512303405	-23.618464940909018
155971426314083	spleen	human	18175	0.02718019257221458	Mitotic cDC1	9	1.7420724586229575	-13.071181295113988
155971426577118	spleen	human	12965	0.023833397608947166	cDC1	5	-1.7076367150141019	-16.92107793625453
155971444692773	spleen	human	9500	0.026842105263157896	CLEC10A+ cDC2	1	-5.4361989006155245	2.0858656236763444
155971444993251	spleen	human	14325	0.027434554973821988	CLEC10A+ cDC2	1	-2.8279082691590935	-0.5971297423609162
155971445442910	spleen	human	11845	0.03005487547488392	CLEC10A+ cDC2	0	-6.604690523608973	14.889346308655135
155972621257070	spleen	human	11948	0.03657515902243053	cDC1	2	-2.6405177706771803	-24.748756795919057
155972621483245	spleen	human	8054	0.0132853240625776	AS DC	6	11.101352748843258	-2.236486632130361
155972621483371	spleen	human	7072	0.04694570135746606	CLEC10A- cDC2	3	15.74967817210732	5.51228013866585
155972621486501	spleen	human	10350	0.026570048309178744	CLEC10A+ cDC2	7	-12.478005339692881	15.702497565143677
155972621519149	spleen	human	7683	0.03917740465963816	CLEC10A- cDC2	3	15.604938134764103	5.665264601691846
155972621782301	spleen	human	10533	0.025538782872875723	CLEC10A+ cDC2	7	-8.100065805509713	16.00453764869756
155972634101684	spleen	human	6858	0.0310586176727909	CLEC10A+ cDC2	0	-3.221448706824129	10.653642350459275
155972653469028	spleen	human	9451	0.023701195640672943	CLEC10A+ cDC2	0	-10.510698260734396	12.514931501253244
155972653496566	spleen	human	13829	0.020536553619206015	cDC1	5	-3.1803365441788496	-17.146669078994698
156024161652062	spleen	human	7227	0.0356994603569946	CLEC10A- cDC2	4	5.8756210159078	14.25179272964243
156024173913907	spleen	human	6319	0.04510207311283431	CLEC10A- cDC2	3	14.187622608318465	9.767646697073918
156024173971356	spleen	human	12993	0.031709381974909565	Mitotic cDC2	10	-1.9696915669593411	-5.82083057592904
156024193105243	spleen	human	13083	0.017885806007796375	cDC1	2	-2.3427563012530856	-24.790067680934488
156453508700981	spleen	human	9984	0.011017628205128206	cDC1	2	-3.3580679091316696	-23.911904105557724
156453508893989	spleen	human	24344	0.027645415708182713	Mitotic cDC1	9	1.1504200917351781	-13.154538932503357
156453523634596	spleen	human	8388	0.04375298044825942	CLEC10A+ cDC2	0	-3.0090374357705447	17.01158942144269
156453524163811	spleen	human	8899	0.030452859871895718	CLEC10A+ cDC2	0	1.165916590034209	15.78491512923927
156453536487653	spleen	human	8275	0.03879154078549849	cDC1	2	0.20517905094028774	-24.808440805175547
156453536720627	spleen	human	17107	0.039340620798503534	cDC1	5	-3.0793255627200793	-16.834831576354244
156453554732333	spleen	human	8667	0.028383523710626513	CLEC10A+ cDC2	1	-9.151467827281158	0.726977763802059
156453555521435	spleen	human	7268	0.0232526141992295	CLEC10A+ cDC2	1	-9.406360892206466	1.5762623293852527
156463306749805	spleen	human	8050	0.029316770186335404	CLEC10A+ cDC2	1	-10.829576328231592	-2.5999140839264405
156463321267566	spleen	human	16650	0.020780780780780782	cDC1	5	0.5791405373526903	-21.042848717412376
156463322052451	spleen	human	10883	0.015896352108793532	CCR7+ cDC2	8	-13.95972455644241	9.622728337983071
156463333857566	spleen	human	12465	0.022382671480144403	CLEC10A- cDC2	4	3.4025373250621413	5.252626265547444
156463334049638	spleen	human	9811	0.020894913872184284	CLEC10A- cDC2	4	7.317468207526841	8.098273619283539
156463334348573	spleen	human	8159	0.03333741880132369	CLEC10A+ cDC2	1	-6.919928588463373	-0.798256279749083
156515920395699	spleen	human	10855	0.02146476278212805	cDC1	2	-4.635089307868782	-22.320677149488105
156515920698676	spleen	human	11170	0.02900626678603402	CLEC10A+ cDC2	1	-4.194555865475864	-3.3447479906426847
156515920721757	spleen	human	8348	0.0353378054623862	CLEC10A- cDC2	3	16.524398802313975	5.489070139623429
156515934522804	spleen	human	10962	0.022258711913884326	cDC1	2	-4.026974975680006	-27.185895482721318
156515934858660	spleen	human	14418	0.020946039672631433	cDC1	5	0.941927295698011	-20.010913532702578
156515935087028	spleen	human	11882	0.019946137013970713	CLEC10A- cDC2	3	18.20333758693912	2.2971718913956627
156515935303531	spleen	human	12541	0.030380352443983735	Mitotic cDC1	9	1.3287846130134446	-16.93750881244108
156515947624748	spleen	human	10946	0.02768134478348255	CLEC10A+ cDC2	1	-4.498815362507023	2.135782618623271
156515966609245	spleen	human	9563	0.02635156331695075	CLEC10A+ cDC2	0	-3.3012261638625375	16.66676487611472
156933471198491	spleen	human	10301	0.01912435685855742	CLEC10A+ cDC2	0	-0.5398454051000824	13.628049192260368
156933471559019	spleen	human	10886	0.025721109682160574	cDC1	5	-1.1650909958476463	-20.776715937373083
156933471976286	spleen	human	8724	0.0276249426868409	CLEC10A+ cDC2	1	-9.177675021533254	-0.3692028781983576
156933486230892	spleen	human	10138	0.042118761096863286	CLEC10A- cDC2	3	16.623894015999443	3.3978904087521653
156933498755955	spleen	human	9202	0.036079113236252985	CLEC10A- cDC2	4	10.976270786580942	6.627687853824774
156933498784045	spleen	human	7093	0.033977160580854364	CLEC10A- cDC2	3	15.755640270463145	8.024178341067476
156933499009773	spleen	human	7398	0.03271154366044877	CLEC10A+ cDC2	1	-7.936723332457637	-4.308434595666863
156933499009779	spleen	human	6797	0.03442695306752979	cDC1	2	0.4332225406688634	-28.637219369285685
156933517956853	spleen	human	9423	0.033853337578265946	CLEC10A+ cDC2	0	-1.4027913108260743	8.424954027339174
156933518154459	spleen	human	10399	0.025964035003365707	CLEC10A+ cDC2	0	-4.0198651299357735	14.171500508658536
157004338182893	spleen	human	7500	0.028	CLEC10A- cDC2	4	10.167886274109508	7.064019261441841
157004352842659	spleen	human	6331	0.04833359658821671	CLEC10A+ cDC2	1	-10.814384599282072	3.8339266502276
157004352871787	spleen	human	10413	0.02554499183712667	CLEC10A+ cDC2	0	-2.774944728049699	8.783116249146806
157004353129829	spleen	human	9463	0.021557645566944943	AS DC	6	10.619967621921667	-1.6627034438021349
157004365678437	spleen	human	10010	0.029170829170829173	CLEC10A+ cDC2	0	-2.223383326338259	15.73914649137562
157004365678829	spleen	human	8190	0.032844932844932846	CLEC10A+ cDC2	0	-5.219122198222843	13.844134139424172
157004366040486	spleen	human	9254	0.02539442403285066	CLEC10A- cDC2	3	13.619740473220643	6.458165436758531
157071983953717	spleen	human	8747	0.037955870584200295	CLEC10A+ cDC2	7	-5.8168115993617695	17.276195697551458
157071983994652	spleen	human	9242	0.02326336290846137	CLEC10A- cDC2	3	10.12918801178895	3.0416175221535866
157071984257459	spleen	human	12040	0.023421926910299002	CLEC10A+ cDC2	0	-8.47899407716277	11.696407687773092
157071984676140	spleen	human	11159	0.021328075992472443	CLEC10A- cDC2	4	4.864081701448494	10.389189003527997
157071998606764	spleen	human	10700	0.02411214953271028	AS DC	6	4.443595944328305	-0.5282351634347288
157071999391989	spleen	human	8298	0.025307302964569775	AS DC	6	10.753254455207344	-1.6108634404501354
157071999417126	spleen	human	11248	0.03725106685633001	CLEC10A- cDC2	3	18.112854158868636	3.1556156830589384
157072011218267	spleen	human	11028	0.017319550235763512	cDC1	2	-4.248537688593435	-23.77482920340297
157072011974958	spleen	human	8827	0.02458366375892149	CLEC10A+ cDC2	1	-3.5074112085917264	4.079038852895142
157072030295861	spleen	human	9780	0.026687116564417177	CLEC10A+ cDC2	0	-4.815509484724807	10.932729684966391
157072030873454	spleen	human	7128	0.01823793490460157	AS DC	6	11.493466050060178	-2.485804501351499
157072030911259	spleen	human	12985	0.015325375433192144	cDC1	5	-4.099538222875455	-21.26871090333516
157140435719990	spleen	human	9398	0.0241540753351777	CLEC10A+ cDC2	0	-8.928981161096385	10.758525801403133
157140449671012	spleen	human	9240	0.039935064935064934	CLEC10A+ cDC2	1	-7.805592545304536	6.092670988877437
157140462222062	spleen	human	9321	0.021778779100954833	CLEC10A+ cDC2	1	0.4190625690880866	0.7559611138983763
157140462234356	spleen	human	9556	0.030033486814566763	CLEC10A+ cDC2	7	-9.286264723674602	16.77679310538325
157140462488421	spleen	human	8629	0.03186927801599258	CLEC10A+ cDC2	1	-3.814246482212602	2.4597854632086467
157140462558446	spleen	human	10497	0.029055920739258837	cDC1	2	-3.084548792279955	-26.441199546067004
157140481686900	spleen	human	9286	0.022291621796252423	CLEC10A+ cDC2	1	-9.225448912734292	-2.158248467375651
157140481849772	spleen	human	10759	0.02063388790779812	CLEC10A- cDC2	4	2.6904728528470794	7.202690717043962
157477589928812	spleen	human	8407	0.029142381348875937	CLEC10A+ cDC2	1	-9.67106617605446	-4.132564831644043
157477589970156	spleen	human	9695	0.02558019597730789	CLEC10A+ cDC2	0	-5.7302886340770085	7.781525615664636
157477590153653	spleen	human	10767	0.033249744589950773	CLEC10A+ cDC2	0	-5.442813505942775	17.11262209207581
157477590743350	spleen	human	10329	0.023622809565301578	CLEC10A+ cDC2	7	3.9319005881387863	9.3396606621279
157477604543324	spleen	human	7881	0.03933510975764497	CLEC10A- cDC2	3	16.155008702082405	3.337643860649904
157477604874669	spleen	human	7371	0.03133903133903134	CLEC10A+ cDC2	0	1.4366136173868325	13.159936040355058
157477617395572	spleen	human	10043	0.02270237976700189	CLEC10A+ cDC2	7	-12.49901067040228	15.710013076795821
157477636335451	spleen	human	6591	0.030799575178273402	AS DC	6	12.661432980579622	-2.1034210588619646
157477636528549	spleen	human	8748	0.03497942386831276	cDC1	5	-4.480194477214108	-17.42044039283825
157477636885853	spleen	human	8918	0.02814532406369141	CLEC10A+ cDC2	0	-8.865465267062023	4.4583741418896805
157486582556444	spleen	human	10582	0.029578529578529578	CLEC10A- cDC2	3	19.518697282400474	6.325733933489911
157486582774187	spleen	human	12703	0.02676533102416752	CCR7+ cDC2	8	-14.017782909415862	12.088108073552272
157486582811051	spleen	human	9073	0.025349939380579743	CLEC10A+ cDC2	1	-6.6104744805672455	4.29421692717039
157486583335341	spleen	human	8862	0.0349808169713383	CLEC10A+ cDC2	0	2.3301701540784356	10.520746570618241
157486610013028	spleen	human	11518	0.026306650460149333	CLEC10A+ cDC2	0	-5.90588740435043	14.889000963218235
157486610266861	spleen	human	11996	0.0175891963987996	cDC1	5	-0.95038964714597	-21.52208787489069
157486628653996	spleen	human	9166	0.039493781365917524	Mitotic cDC2	10	-2.683438300118365	-5.312706258166231
157486628685750	spleen	human	13677	0.02113036484609198	cDC1	5	-0.9146588396455683	-18.43842518006827
157486628953398	spleen	human	8659	0.03141240327982446	CLEC10A- cDC2	4	6.119644109593203	11.085742668220592
157486629153059	spleen	human	11297	0.022395326192794548	CLEC10A+ cDC2	0	-1.9688224736334552	7.402212236904765
157486629382510	spleen	human	10047	0.029361998606549217	CLEC10A+ cDC2	1	-6.525635398973848	1.8825920488497163
157486629473118	spleen	human	9502	0.022626815407282678	CLEC10A- cDC2	4	6.9184544482153525	6.088912562701299
157536914880414	spleen	human	11269	0.024403230100275092	CLEC10A+ cDC2	1	-3.9824128041779265	0.5710320051797134
157536928840564	spleen	human	8178	0.03521643433602348	CLEC10A- cDC2	3	15.333077274289636	2.8259278901113816
157536929397980	spleen	human	10845	0.024988473951129554	CLEC10A+ cDC2	0	-5.196514369472114	18.400249898524716
157536929594228	spleen	human	10353	0.03110209601081812	CLEC10A+ cDC2	0	-6.058946871451639	6.814740206300316
157536941463395	spleen	human	11797	0.02873611935237772	CLEC10A+ cDC2	1	-4.595394975767594	5.625279767158899
157536941946612	spleen	human	10493	0.018679119412941963	cDC1	2	-2.4431270150176037	-24.761475870292596
157536942177646	spleen	human	10571	0.025919969728502506	CLEC10A+ cDC2	0	-4.482250038112096	16.51787346035797
157536960272165	spleen	human	8696	0.02207911683532659	CLEC10A+ cDC2	1	-11.027881206576591	-2.7096689338901596
157536960861989	spleen	human	8783	0.029147216213139017	CLEC10A+ cDC2	1	0.4014812491790519	0.9926587214339376
157536961062773	spleen	human	12276	0.016780710329097427	cDC1	5	-1.35628769595318	-17.222200847788024
157536961120179	spleen	human	9062	0.04623703376738027	CLEC10A- cDC2	3	15.776993962286234	4.254215463816267
157537719507765	spleen	human	9082	0.027416868531160536	CLEC10A+ cDC2	1	-7.795316092067433	1.3711894503650006
157537719991724	spleen	human	11952	0.030873493975903613	CLEC10A+ cDC2	0	-5.8948413453466175	5.207240233465914
157537734121707	spleen	human	9314	0.038222031350654925	CLEC10A- cDC2	3	17.225542278899706	2.1329718696614637
157537734351710	spleen	human	9681	0.02943910753021382	CLEC10A- cDC2	4	6.692564126071017	7.327004893193784
157537734703462	spleen	human	9507	0.025770484905858843	CLEC10A- cDC2	4	9.906009170611679	3.014340616891303
157537734711526	spleen	human	16322	0.020279377527263817	cDC1	2	-1.5775969628297626	-25.062774785236364
157537734965091	spleen	human	9884	0.03166734115742614	CLEC10A- cDC2	4	-1.7057600152734966	5.96158847596705
157537734974876	spleen	human	11650	0.027124463519313306	cDC1	5	-5.770435779242635	-20.81166011674731
157537746741171	spleen	human	7036	0.03268902785673678	CLEC10A- cDC2	3	13.985959698858025	7.659050579426926
157537746763035	spleen	human	10258	0.024078767790992398	CLEC10A+ cDC2	0	2.8412858537362133	17.242733778889708
157537747224820	spleen	human	12586	0.022167487684729065	CLEC10A+ cDC2	1	-6.492812321926962	5.916928147251589
157537765603174	spleen	human	10719	0.021363933202724134	CLEC10A+ cDC2	0	-5.382709678271543	15.347602517757403
157537766107438	spleen	human	11342	0.03165226591430083	CLEC10A+ cDC2	0	-3.426241654209507	14.612063536059726
157537766394165	spleen	human	10712	0.03388722927557879	CLEC10A+ cDC2	1	-7.194466830545231	3.7881756626031664
157562549753692	spleen	human	10942	0.020471577408152076	AS DC	6	9.294147214469053	-0.9851183516206846
157562550507307	spleen	human	8383	0.025050697840868424	CLEC10A+ cDC2	0	-0.5154056306330516	11.121915246802251
157562564405988	spleen	human	8312	0.03681424446583253	CLEC10A+ cDC2	1	-11.696200181773868	-1.1311388626361283
157562564426142	spleen	human	8546	0.02714720336999766	CLEC10A+ cDC2	0	-12.440922643858446	1.9718442935455405
157562564734262	spleen	human	10148	0.03173039022467481	cDC1	5	-2.2654746255853286	-17.06002710707728
157562577042214	spleen	human	9172	0.026602703881378108	CLEC10A+ cDC2	1	-5.1610186100591	2.347980959253593
157562577242868	spleen	human	13040	0.026840490797546013	CLEC10A+ cDC2	7	-9.696589738619846	16.595040605921483
157562577540893	spleen	human	11722	0.026275379628049822	CLEC10A+ cDC2	1	-8.893456468064882	8.368784844764587
157562577570652	spleen	human	9234	0.02880658436213992	CLEC10A+ cDC2	1	-6.558968841741142	-0.6868090556928114
157562595896548	spleen	human	13453	0.01553556827473426	cDC1	5	1.259176742040162	-20.48189019924894
157562596093222	spleen	human	13461	0.01277765396330139	cDC1	2	1.7822104426696568	-22.799228282186277
157562596153181	spleen	human	11859	0.020322118222447085	cDC1	2	-4.444294339306376	-23.317054118417307
157562596616030	spleen	human	11114	0.024743566672665106	CLEC10A+ cDC2	1	-5.143786628210977	6.244832652780447
157562596706741	spleen	human	9330	0.04051446945337621	CLEC10A+ cDC2	1	-9.59203856620041	-4.344598394828745
157613970114342	spleen	human	7831	0.033584471970374154	CLEC10A+ cDC2	1	-10.463345261907042	4.311499593869392
157613970372971	spleen	human	8364	0.028216164514586323	AS DC	6	14.146586422898723	-1.0498048127004869
157613970541293	spleen	human	13397	0.015973725460924088	cDC1	5	-3.7716975870868295	-21.393049229865643
157613982367029	spleen	human	11578	0.021679046467438245	CLEC10A+ cDC2	1	-2.9279503386303656	1.1995970207160678
157613982599093	spleen	human	8982	0.020374081496325986	CLEC10A+ cDC2	1	-6.226981516128646	3.2804021796320377
